lens_id,jurisdiction,date_published,doc_key,publication_type,publication_reference_jurisdiction,publication_reference_kind,publication_reference_date,application_reference_jurisdiction,application_reference_kind,application_reference_date,priority_claims_earliest_claim_date,invention_title,numApplicants,numInventors,references_cited_patent_count,references_cited_npl_count,priority_claim_jurisdiction,abstract,abstract_lang,owner,title_lang
028-792-662-717-321,US,2018-03-08,US_20180067003_A1_20180308,PATENT_APPLICATION,US,A1,2018-03-08,US,A,2016-03-31,2015-03-31,"CONDUCTION-PATH-EQUIPPED MEMBER, METHOD FOR PATTERNING CONDUCTION PATH, AND METHOD FOR MEASURING CHANGES IN MEMBER",1,1,43.0,,JP,"The present invention directly forms, on part of a member to be measured, a conduction path for measuring changes in said member. The present invention thus detects changes such as stress and displacement acting on a conduction-path-equipped member 30 intended for use in a structural member or the like. Consequently, circumstances generating stress in the member can be objectively monitored.",en,{'value': 'NEJILAW INC'},de
029-380-979-516-187,CN,2017-02-01,CN_106365528_A_20170201,PATENT_APPLICATION,CN,A,2017-02-01,CN,A,2016-08-25,2016-08-25,Antibacterial self-cleaning ceramic coating and preparation method of same,1,1,5.0,2.0,CN,"The invention discloses an antibacterial self-cleaning ceramic coating and a preparation method of same. The ceramic coating is mainly prepared from ceramic micro-powder, magnetic wave stone powder, cement, waste stainless steel powder, porous powdery quartz, nano titanium dioxide, nano montmorillonite, hydrophobic fumed silica, hydroxypropyl chitosan, (heptadecafluoro-1,1,2,2-tetradecyl)trimethoxysilane, etc. The ceramic coating is prepared by matching nano titanium dioxide and nano montmorillonite, wherein the special structure of the nano montmorillonite has adsorption effect on bacteria, and the nano titanium dioxide has strong killing effects on the bacteria due to photocatalysis. The two components are matched with each other to achieve strong antibacterial capability. Meanwhile, the added magnetic wave stone powder, algae carbon and the like can significantly improve the antibacterial performance of the coating; in addition, by addition of the nano titanium dioxide, the (heptadecafluoro-1,1,2,2-tetradecyl)trimethoxysilane, the nano titanium phosphate and the like, the coating has excellent self-cleaning performance; by addition of the waste stainless steel powder, the aluminum dihydrogen tripolyphosphate and the like, the ceramic coating is improved in anti-wear performance and high-temperature stability.",en,,en
029-842-365-359-512,WO,2016-05-12,WO_2016072622_A2_20160512,PATENT_APPLICATION,WO,A2,2016-05-12,KR,W,2015-10-01,2014-11-04,CEMENT-FREE ACCELERATING ADMIXTURE AND CEMENT-FREE COMPOSITION INCLUDING SAME,3,7,,,KR,"The present invention relates to a cement-free accelerating admixture that includes a triol group compound, and a cement-free composition including the same. The triol group compound, which is an accelerating admixture, acts to accelerate curing, and improves the strength of a cement-free cured product by allowing the consumption of calcium hydroxide in the cured product to form a C-S-H phase, which is a critical hydration phase for strength expression, and allowing the C-S-H phase to be finely and densely developed to form the hydration phase that is favorable for strength expression.",en,,en
030-037-274-305-029,CN,2023-03-14,CN_113582580_B_20230314,GRANTED_PATENT,CN,B,2023-03-14,CN,A,2021-07-09,2021-07-09,用于制造复合板材的化合物,1,4,,,CN,本公开是关于一种用于制造复合板材的化合物，包括：合成树脂，相对于100重量份的化合物，合成树脂的含量为20～40重量份；填充料，相对于100重量份的化合物，填充料的含量为50～70重量份，其中，填充料包括无水硫酸钠。本公开提供的用于制造复合板材的化合物，采用无水硫酸钠作为填充料的一部分，无水硫酸钠的市售价格较低，有利于降低复合板材的制造成本，同时还可以减少为了获取滑石粉的矿产开采，有助于降低碳排放。,zh-cn,,ko
030-447-819-263-191,MA,2014-04-03,MA_35057_B1_20140403,GRANTED_PATENT,MA,B1,2014-04-03,MA,A,2013-10-15,2011-03-22,PROCEDE DE STABILISATION DE PHOSPHOGYPSES POUR LA DIMINUTION DES EMISSIONS DE RADIONUCLEIDES NATURELS,3,8,,,ES,,unknown,,de
031-004-921-576-921,RU,2017-03-02,RU_2015135250_A_20170302,PATENT_APPLICATION,RU,A,2017-03-02,RU,A,2014-01-16,2013-01-22,МОДИФИЦИРОВАННЫЙ КАРБОНИЗИРОВАННЫЙ КРАСНЫЙ ШЛАМ,1,1,,,DE,,unknown,,ru
031-381-698-074-219,CN,2023-03-24,CN_114163207_B_20230324,GRANTED_PATENT,CN,B,2023-03-24,CN,A,2021-12-08,2021-12-08,一种高强低弹水工抗冲磨混凝土及其制备方法,1,3,,,CN,本申请涉及水工建筑材料领域，具体公开了一种高强低弹水工抗冲磨混凝土及其制备方法。高强低弹水工抗冲磨混凝土包括以下重量份的组分：260‑310份水泥、150‑200份矿粉、920‑980份碎石、460‑500份机制砂、5‑10份减水剂、120‑200份水、40‑60份增强剂、75‑120份抗冲磨剂；所述抗冲磨剂包括：1‑1.5份改性橡胶颗粒、0.5‑1份磷渣、0.8‑1.2份磷石膏、0.2‑0.4份膨胀剂、0.1‑0.5份粉煤灰、0.1‑2.5份凝灰岩。本申请的高强低弹水工抗冲磨混凝土具有改性橡胶颗粒分散均匀、不易上浮，抗冲磨强度高，保证水工建筑的使用性和耐久性，凝结时间快的优点。,zh-cn,,zh-cn
031-593-725-879-990,MX,2016-10-12,MX_2016003153_A_20161012,PATENT_APPLICATION,MX,A,2016-10-12,MX,A,2014-09-12,2013-09-12,A METHOD FOR THE TREATMENT OF METALS.,1,1,,,FI,"A method for precipitating metal waste is characterized in that the waste which contains one or more dissolved metal salts, is mixed with a boron compound, and the pH is adjusted to a value at which precipitation takes place in the presence of precipitation nuclei necessary for the formation of metal borates.",en,,en
031-734-587-316-095,KR,2016-03-02,KR_101598285_B1_20160302,GRANTED_PATENT,KR,B1,2016-03-02,KR,A,2014-07-08,2014-07-08,Artificial stone composite and preparing method thereof,1,3,,,KR,"본 발명은 조성물 총 100 중량부에 대해 마그네시아 인산염 복합체 10 내지 20 중량부, 플라이애시 1 내지 5 중량부, 폐자기 40 내지 70 중량부, 제1인산칼륨 5 내지 10 중량부, 붕산 1 내지 3 중량부 및 물 5 내지 10 중량부를 포함하는 폐자기 함유 인조석재 조성물을 제공한다. 본 발명에 따른 인조석재 조성물 및 제조방법은, 시멘트를 사용하지 않고 마그네시아 인산염 복합체를 사용함으로써 이산화탄소 배출량이 감소되고, 휘발성 유기물질을 배출하지 않아 환경친화적이며, 부착력 및 내구성을 증가되고, 초속경성을 나타내어 시공 비용의 감소와 함께, 건축 이후에 유지관리 비용을 절감할 수 있다.",ko,,en
032-494-655-811-183,CN,2020-11-27,CN_111995352_A_20201127,PATENT_APPLICATION,CN,A,2020-11-27,CN,A,2020-08-18,2020-08-18,Inorganic cement board and preparation method thereof,1,1,7.0,1.0,CN,"The invention relates to the technical field of inorganic cement boards, and particularly provides an inorganic cement board and a preparation method thereof. The first aspect of the invention provides an inorganic cement board which at least comprises the following preparation raw materials in parts by weight: 20-40 parts of stone tailings, 15-30 parts of crop wastes, 10-20 parts of quick lime, 65-90 parts of sludge and 10-20 parts of water glass.",en,,en
032-543-045-593-025,US,2015-09-24,US_20150266776_A1_20150924,PATENT_APPLICATION,US,A1,2015-09-24,US,A,2015-06-04,2008-05-02,HIGH SRI SYSTEMS FOR CEMENTITIOUS APPLICATIONS,1,5,5.0,1.0,US,"High SRI cementitious systems comprising integral concrete coloring admixtures, toppings, dry-shake hardeners, and other cementitious systems are provided. The high-SRI cementitious systems comprise one or more IR reflective pigments and other components to make-up the cementitious system, depending on the application. The high-SRI cementitious systems of the invention may be in the form of mixtures which increase the total solar reflectivity (TSR or albedo) and the Solar Reflectance Index (SRI) of concrete. The high-SRI cementitious systems may be toppings mixed with water for application to existing concrete surfaces, dry-shake hardeners for application to freshly-placed plastic concrete, or the IR reflective pigments may be mixed into integrally colored concrete in various forms, such as conventional cast-in-place concrete, lightweight concrete, pervious concrete and concrete building panels, pavers or masonry units.",en,{'value': 'SIKA CORPORATION'},de
032-980-529-862-573,KR,2015-04-23,KR_101513777_B1_20150423,GRANTED_PATENT,KR,B1,2015-04-23,KR,A,2012-04-16,2012-04-16,COMPOSITE INSULATION BOARD COMPRISING OPACIFIER AND METHOD FOR PRODUCING IT,1,3,,,KR,"본 발명은 흄드 실리카(Fumed Silica)와, 플라이 애쉬(Fly Ash), 실리콘 및 수산화알루미늄 중에서 선택된 1종 이상의 불투명화재를 포함하는 복합 단열 보드 및 이의 제조방법에 관한 것이다. 본 발명의 복합 단열 보드는 플라이 애쉬, 실리콘 또는 수산화 알루미늄을 불투명화재로 사용하는 바, 상기 불투명화재는 종래 사용되는 탄화 규소에 비하여 가격이 매우 싼 장점이 있다. 따라서 제조 원가를 크게 낮출 수 있어 가격 경쟁력이 우수하며, 상온에서의 단열 효과 역시 탄화 규소를 사용한 경우와 대등한 효과를 낼 수 있다.",ko,,en
033-453-928-295-408,KR,2017-07-10,KR_101755626_B1_20170710,GRANTED_PATENT,KR,B1,2017-07-10,KR,A,2016-11-09,2016-07-25,Method of manufacturing a solidifying agent with granite sludge and eco-friendly resin,1,1,,,KR,"본 발명은 화강석 절단시 발생되는 화강석 슬러지 및 태양광산업에서 금속실리콘 제조시 발생되는 폴리실리콘 슬러지를 친환경 바인더 수지로 결합하여 자원을 재활용할 수 있을 뿐만 아니라 시멘트를 사용하지 않아 환경친화적인 화강석 슬러지와 친환경 수지를 이용한 고화제 및 이의 제조방법을 제공하는데 그 목적이 있다. 상기한 목적을 달성하기 위한 본 발명에 따른 화강석 슬러지와 친환경 수지를 이용한 고화제는 화강석 슬러지 75∼80중량%와; 폴리실리콘 슬러지 20∼25중량%로 이루어진 주재료 100중량부에 대하여, 바인더 수지 8∼10 중량부를 첨가 혼합하여 구성되고, 상기 바인더 수지는 메틸 메타크릴레이트 25∼30 중량%; 폴리프로필렌 글리콜 아크릴레이트 25∼30 중량%; 부틸 아크릴레이트 5∼10 중량%; 폴리옥시프로필렌 글리세롤 트리에테르 4∼5 중량%; 리튬 실리케이트 0.1∼1 중량%; 계면활성제 1∼2 중량%; 폴리카본산계 유동화제 1∼2 중량%; 물 30∼38 중량%로 구성됨을 특징으로 한다. 또한, 상기한 목적을 달성하기 위한 본 발명에 따른 화강석 슬러지와 친환경 수지를 이용한 고화제 제조방법은 화강석 슬러지 75∼80중량%와; 폴리실리콘 슬러지 20∼25중량%로 이루어진 주재료 100중량부에 대하여, 바인더 수지 8∼10 중량부를 첨가 혼합하여 제조하고, 상기 바인더 수지는 메틸 메타크릴레이트 25∼30 중량%; 폴리프로필렌 글리콜 아크릴레이트 25∼30 중량%; 부틸 아크릴레이트 5∼10 중량%; 폴리옥시프로필렌 글리세롤 트리에테르 4∼5 중량%; 리튬 실리케이트 0.1∼1 중량%; 계면활성제 1∼2 중량%; 폴리카본산계 유동화제 1∼2 중량%; 물 30∼38 중량%로 구성됨을 특징으로 한다.",ko,,en
