lens_id,doc_key,residence,extracted_name,extracted_address,nimi,id
037-927-184-170-000,KR_20220049081_A_20220421,KR,KOO HYUN CHUL,,KOO HYUN CHUL,
038-040-907-791-855,CN_114230277_A_20220325,,GUANGXI JIANGSU SCIENCE AND TECH CO LTD,,GUANGXI JIANGSU SCIENCE AND TECH CO LTD,
038-138-395-124-113,JP_7186205_B2_20221208,,ショック ゲーエムベーハー,,ショック ゲーエムベーハー,
038-242-760-794-298,CN_109160744_A_20190108,,QINGDAO YINGKUNYUAN INT TRADE CO LTD,,QINGDAO YINGKUNYUAN INT TRADE CO LTD,
038-313-769-458-261,CN_115108777_A_20220927,,ZHEJIANG JIAOTOU MINING CO LTD,,ZHEJIANG JIAOTOU MINING CO LTD,
038-313-769-458-261,CN_115108777_A_20220927,,BEIJING ZHONGLU GAOKE HIGHWAY TECH CO LTD,,BEIJING ZHONGLU GAOKE HIGHWAY TECH CO LTD,
038-383-865-831-20X,WO_2016046493_A1_20160331,FR,POGGI PAUL,,POGGI PAUL,
039-042-436-523-672,DE_19725021_C5_20130613,DE,CRENOX GMBH,,CRENOX GMBH,
039-055-530-602-097,CN_112645620_A_20210413,,UNIV HEBEI ARCHITECTURE,,UNIV HEBEI ARCHITECTURE,
039-563-558-355-295,CN_115010392_A_20220906,,UNIV WUHAN TECH,,UNIV WUHAN TECH,
039-563-558-355-295,CN_115010392_A_20220906,,SHANXI ROAD & BRIDGE CONSTR CO LTD,,SHANXI ROAD & BRIDGE CONSTR CO LTD,
039-563-558-355-295,CN_115010392_A_20220906,,CHANGZHI WULIGONG ENGINEERING TECH RESEARCH INSTITUTE,,CHANGZHI WULIGONG ENGINEERING TECH RESEARCH INSTITUTE,
040-535-141-736-065,CN_115215621_A_20221021,,ANHUI MEICHEN ECOLOGICAL TECH CO LTD,,ANHUI MEICHEN ECOLOGICAL TECH CO LTD,
041-699-820-014-280,CN_110845164_B_20211221,,广西路桥工程集团有限公司,,广西路桥工程集团有限公司,
041-742-977-134-230,KR_20130116632_A_20131024,KR,LG HAUSYS LTD,,LG HAUSYS LTD,
042-049-232-374-935,CN_105712681_A_20160629,,SINOPEC CHONGQING FULING SHALE GAS EXPLOR AND DEV CO LTD,,SINOPEC CHONGQING FULING SHALE GAS EXPLOR AND DEV CO LTD,
042-049-232-374-935,CN_105712681_A_20160629,,CHONGQING FULING SHALE GAS ENV PROT RES AND DEV AND TECHNICAL SERVICE CENTER,,CHONGQING FULING SHALE GAS ENV PROT RES AND DEV AND TECHNICAL SERVICE CENTER,
042-368-998-194-610,CN_108821303_A_20181116,,DALIAN DEETOP ENV TECH CO LTD,,DALIAN DEETOP ENV TECH CO LTD,
043-413-686-231-255,KR_20160038336_A_20160407,KR,POSCO ENG & CONSTR CO LTD,,POSCO ENG & CONSTR CO LTD,
044-312-034-386-247,CN_114477673_A_20220513,,MEDIUM AND IRON WATER CONSERVANCY AND HYDROPOWER PLANNING AND DESIGNING GROUP LTD COMPANY,,MEDIUM AND IRON WATER CONSERVANCY AND HYDROPOWER PLANNING AND DESIGNING GROUP LTD COMPANY,
044-586-931-622-789,KR_101772937_B1_20170830,KR,KOREA CONFORMITY LABORATORIES,,KOREA CONFORMITY LABORATORIES,
044-586-931-622-789,KR_101772937_B1_20170830,KR,HANIL CONCRETE CO LTD,,HANIL CONCRETE CO LTD,
045-317-938-247-812,EP_3965966_A1_20220316,FI,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,
045-387-044-338-495,CN_111635187_A_20200908,,SHANDONG LEADER SCIENCE AND TECH GROUP CO LTD,,SHANDONG LEADER SCIENCE AND TECH GROUP CO LTD,
045-566-525-756-421,EA_202090196_A1_20210331,,ШАНХАЙ ЭКЭДЕМИ ОФ ИНВАЙРОНМЕНТАЛ САЙЕНСИЗ,,ШАНХАЙ ЭКЭДЕМИ ОФ ИНВАЙРОНМЕНТАЛ САЙЕНСИЗ,
045-566-525-756-421,EA_202090196_A1_20210331,,"ШАНХАЙ ШЭНЬЖУН ИНВАЙРОНМЕНТ ПРОТЕКШН ЭКВИПМЕНТ КО., ЛТД.",,"ШАНХАЙ ШЭНЬЖУН ИНВАЙРОНМЕНТ ПРОТЕКШН ЭКВИПМЕНТ КО., ЛТД.",
045-770-980-444-233,CN_107337414_B_20191224,,武汉大学,,武汉大学,
046-640-090-830-248,KR_20140131698_A_20141114,KR,PARK JAE SEOK,,PARK JAE SEOK,
046-894-129-867-866,KR_101299931_B1_20130826,,,,,
047-660-258-892-317,CN_105645992_A_20160608,,UNIV JINAN,,UNIV JINAN,
047-731-586-473-838,JP_5379893_B1_20131225,,,,,
048-645-793-460-883,KR_101345198_B1_20131230,,,,,
049-237-668-961-690,CN_107487997_B_20200421,,南京林业大学,,南京林业大学,
050-857-746-507-42X,AU_2017402088_B2_20200604,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
050-877-004-903-448,CN_114907073_A_20220816,,UNIV JIANGSU SCIENCE & TECH,,UNIV JIANGSU SCIENCE & TECH,
051-141-550-444-036,KR_102016558_B1_20190903,KR,CHUN JIN YOUNG,,CHUN JIN YOUNG,
051-141-550-444-036,KR_102016558_B1_20190903,KR,JUN DEOK JUN,,JUN DEOK JUN,
051-327-364-306-444,KR_101302234_B1_20130902,,,,,
051-374-702-755-018,CN_108147658_A_20180612,,SHUI XIN,,SHUI XIN,
051-582-985-872-156,CN_114804810_A_20220729,,LIAONING KEDA ZHONGCHI MAGNESIUM BUILDING MATERIAL TECH CO LTD,,LIAONING KEDA ZHONGCHI MAGNESIUM BUILDING MATERIAL TECH CO LTD,
051-855-410-068-627,BR_102015032434_B1_20220802,BR,UNIV ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO UENF,,UNIV ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO UENF,
051-939-240-420-285,PL_3845351_T3_20230116,CZ,SMART TECHNIK A S,,SMART TECHNIK A S,
052-163-117-414-681,CA_3112647_A1_20200409,CH,TERION AG,,TERION AG,
052-261-814-833-442,CN_106242338_A_20161221,,DENG ZHILIN,,DENG ZHILIN,
052-634-283-354-256,CN_105492381_B_20190308,,韩国科学技术研究院,,韩国科学技术研究院,
053-289-420-520-874,KR_20180110416_A_20181010,KR,IUCF HYU,,IUCF HYU,
053-342-287-249-180,KR_20160000283_A_20160104,KR,YOUSUNG ENVIRONMENT DEVELOPMET LTD,,YOUSUNG ENVIRONMENT DEVELOPMET LTD,
053-857-557-045-456,CN_107253843_A_20171017,,HUBEI WUDA LUOJIA INSPECTION AND CONSULTATION OF ENG STRUCTURE CO LTD,,HUBEI WUDA LUOJIA INSPECTION AND CONSULTATION OF ENG STRUCTURE CO LTD,
054-128-900-128-504,CL_2016000592_A1_20160902,FI,GLOBAL ECOPROCESS SERVICES OY,Hämeenpuisto 44 A,GLOBAL ECOPROCESS SERVICES OY,
054-330-212-711-885,EP_3645465_A1_20200506,FI,UPM KYMMENE CORP,,UPM KYMMENE CORP,
054-657-323-873-611,EP_2679559_A2_20140101,JP,NICHIHA KK,,NICHIHA KK,
054-723-556-133-270,KR_101937772_B1_20190111,KR,POSCO ENG & CONSTR CO LTD,,POSCO ENG & CONSTR CO LTD,
054-872-298-629-140,CN_114213067_A_20220322,,JIANGSU CHINESE CONCRETE NEW MATERIAL SCIENCE AND TECH LIMITED COMPANY,,JIANGSU CHINESE CONCRETE NEW MATERIAL SCIENCE AND TECH LIMITED COMPANY,
054-949-573-692-340,WO_2015017564_A1_20150205,US,HALLIBURTON ENERGY SERV INC,,HALLIBURTON ENERGY SERV INC,
055-058-319-254-895,CN_105777036_A_20160720,,UNIV WUHAN TECH,,UNIV WUHAN TECH,
055-262-350-338-550,HK_1210198_A1_20160415,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
055-288-063-396-024,CA_2821548_A1_20140120,CA,ROCK SOLID RENTALS LTD,,ROCK SOLID RENTALS LTD,
055-466-133-154-039,JP_2013523577_A_20130617,,,,,
055-777-611-693-765,NL_2013331_B1_20160922,NL,IHC HOLLAND IE BV,Sliedrecht 3361 EP NL,IHC HOLLAND IE BV,
056-028-898-144-146,KR_101495599_B1_20150226,,,,,
056-546-648-912-923,CN_107417178_A_20171201,,UNIV NORTHWEST NORMAL,,UNIV NORTHWEST NORMAL,
057-080-232-633-271,CN_113000562_B_20220617,,张建华,,张建华,
057-909-535-480-833,KR_101881478_B1_20180725,,딥스알앤디 주식회사,,딥스알앤디 주식회사,
057-909-535-480-833,KR_101881478_B1_20180725,,주식회사 에시엔,,주식회사 에시엔,
057-909-535-480-833,KR_101881478_B1_20180725,,김동춘,,김동춘,
058-215-888-656-160,PT_2870107_T_20180328,DE,LANXESS DEUTSCHLAND GMBH,,LANXESS DEUTSCHLAND GMBH,
059-620-605-036-793,CN_111592253_A_20200828,,JIANHUA BUILDING MAT LAIYANG CO LTD,,JIANHUA BUILDING MAT LAIYANG CO LTD,
060-076-708-937-155,CN_108617563_B_20200605,,国家海洋局第二海洋研究所,,国家海洋局第二海洋研究所,
060-748-312-365-620,KR_101377640_B1_20140325,KR,HYUNDAI STEEL CO,,HYUNDAI STEEL CO,
061-073-350-236-997,CN_114180909_B_20220927,,深圳市文浩环保再生有限公司,,深圳市文浩环保再生有限公司,
061-769-894-467-449,KR_20180010013_A_20180130,KR,AJU CORP CO LTD,,AJU CORP CO LTD,
061-769-894-467-449,KR_20180010013_A_20180130,KR,AZ CO LTD,,AZ CO LTD,
062-208-815-854-261,WO_2016041236_A1_20160324,CN,UNIV SOUTH CHINA TECH,,UNIV SOUTH CHINA TECH,
062-622-430-323-13X,CN_115286341_A_20221104,,HAIKOU SHENGPENG BUILDING MAT CO LTD,,HAIKOU SHENGPENG BUILDING MAT CO LTD,
063-154-206-484-985,AU_2012261751_B2_20150219,JP,NICHIHA KK,,NICHIHA KK,
063-764-862-927-447,SG_190763_A1_20130731,KR,SAMSUNG C&T CORP,,SAMSUNG C&T CORP,
063-878-994-496-816,CN_111732358_A_20201002,,HUAIYIN INST TECHNOLOGY,,HUAIYIN INST TECHNOLOGY,
064-045-412-548-197,KR_20170108616_A_20170927,KR,ESSIEN CO LTD,,ESSIEN CO LTD,
064-045-412-548-197,KR_20170108616_A_20170927,KR,KIM DONG CHUN,,KIM DONG CHUN,
064-562-029-120-193,KR_20190039400_A_20190411,PL,SYNTHOS SA,,SYNTHOS SA,
065-014-939-526-650,KR_20170112765_A_20171012,KR,KANG EUN KYUNG,,KANG EUN KYUNG,
065-237-079-190-189,CN_111579597_A_20200825,,HU JIN,,HU JIN,
065-237-079-190-189,CN_111579597_A_20200825,,WANG XIANGPENG,,WANG XIANGPENG,
066-505-073-992-353,CN_110607451_B_20211105,,云南科力环保股份公司,,云南科力环保股份公司,
067-565-444-125-939,CN_106866014_A_20170620,,WANG LIJUN,,WANG LIJUN,
067-942-031-999-225,CN_115140983_B_20230425,,柳州城市职业学院,,柳州城市职业学院,
067-942-031-999-225,CN_115140983_B_20230425,,柳州欧维姆结构检测技术有限公司,,柳州欧维姆结构检测技术有限公司,
068-066-822-586-266,CN_112456957_A_20210309,,YANGZHOU JIEJIA IND SOLID WASTE DISPOSAL CO LTD,,YANGZHOU JIEJIA IND SOLID WASTE DISPOSAL CO LTD,
068-503-013-863-035,RU_2649206_C1_20180330,RU,FEDERALNOE GOSUDARSTVENNOE AVTONOMNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA SAMARSKIJ NA,,FEDERALNOE GOSUDARSTVENNOE AVTONOMNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA SAMARSKIJ NA,
068-823-167-514-623,RU_2685515_C1_20190419,RU,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA NATSIONALNY,,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA NATSIONALNY,
068-945-933-933-516,US_10472280_B1_20191112,US,D TRACE INVEST LLC,,D TRACE INVEST LLC,
069-061-505-487-989,JP_2014009121_A_20140120,,NICHIHA KK,,NICHIHA KK,
069-732-222-255-787,EP_4132731_A1_20230215,SI,ZAVOD ZA GRADBENISTVO SLOVENIJE,,ZAVOD ZA GRADBENISTVO SLOVENIJE,
070-527-288-090-818,CN_114804569_A_20220729,,NANJING YIZHOU ENERGY TECH CO LTD,,NANJING YIZHOU ENERGY TECH CO LTD,
070-868-092-280-164,IT_201700088317_A1_20190201,IT,UNIV DELLA CALABRIA,,UNIV DELLA CALABRIA,
070-868-092-280-164,IT_201700088317_A1_20190201,IT,ECONET S R L,,ECONET S R L,
072-180-751-757-243,IL_261732_A_20181031,,CHRISTIAN ROCKTASCHEL,,CHRISTIAN ROCKTASCHEL,
072-180-751-757-243,IL_261732_A_20181031,,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
072-334-335-946-909,CN_113307567_A_20210827,,UNIV GUANGZHOU,,UNIV GUANGZHOU,
072-403-428-305-269,ES_2933423_T3_20230208,,SMART TECHNIK A S,,SMART TECHNIK A S,
073-090-618-559-843,US_9127205_B2_20150908,US,FORET PLASMA LABS LLC,,FORET PLASMA LABS LLC,
073-239-112-641-834,KR_102142339_B1_20200807,,한남대학교 산학협력단,,한남대학교 산학협력단,
074-069-472-269-412,EP_3487829_B1_20210922,PL,SYNTHOS DWORY 7 SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA JAWNA,,SYNTHOS DWORY 7 SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA JAWNA,
074-185-525-056-76X,CN_106167362_A_20161130,,UNIV SOUTH CHINA TECH,,UNIV SOUTH CHINA TECH,
074-424-340-517-609,KR_20140058456_A_20140514,KR,KOREA INST SCI & TECH,,KOREA INST SCI & TECH,
076-305-055-424-295,US_20210039993_A1_20210211,US,UNIV GEORGIA STATE RES FOUND,,UNIV GEORGIA STATE RES FOUND,
077-050-727-224-005,CN_108516765_A_20180911,,FUJIAN JIANZHONG CONSTR TECH CO LTD,,FUJIAN JIANZHONG CONSTR TECH CO LTD,
077-602-546-150-193,CA_2892769_A1_20140731,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
077-819-573-132-297,CN_111018422_B_20210525,,中国矿业大学（北京）,,中国矿业大学（北京）,
077-906-590-072-025,KR_101551544_B1_20150908,,유기달,,유기달,
077-962-300-996-729,RU_2645529_C2_20180221,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
077-968-022-685-249,CN_113896466_A_20220107,,SHANDONG HANBO YUZHOU NEW MAT CO LTD,,SHANDONG HANBO YUZHOU NEW MAT CO LTD,
077-968-022-685-249,CN_113896466_A_20220107,,UNIV WUHAN TECH,,UNIV WUHAN TECH,
080-232-014-997-505,RU_2016112493_A_20171006,,Федеральное государственное бюджетное учреждение науки Институт геологии Карельского научного центра Российской академии наук,,Федеральное государственное бюджетное учреждение науки Институт геологии Карельского научного центра Российской академии наук,
080-345-103-710-124,GB_2548305_B_20220302,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
080-569-169-754-878,IL_239819_A0_20150831,,CHRISTIAN ROCKTASCHEL,,CHRISTIAN ROCKTASCHEL,
080-569-169-754-878,IL_239819_A0_20150831,,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
081-394-869-199-929,KR_20150112506_A_20151007,KR,DAEWOONG CO LTD,,DAEWOONG CO LTD,
081-951-441-495-902,KR_101935491_B1_20190104,KR,NATURE CO LTD,,NATURE CO LTD,
081-967-419-086-527,IL_269010_A_20191031,,CHRISTIAN ROCKTASCHEL,,CHRISTIAN ROCKTASCHEL,
081-967-419-086-527,IL_269010_A_20191031,,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
082-432-232-591-668,US_20140299584_A1_20141009,US,FORET PLASMA LABS LLC,,FORET PLASMA LABS LLC,
082-784-956-134-293,CN_111732358_B_20220128,,淮阴工学院,,淮阴工学院,
083-503-649-654-750,CN_114591058_A_20220607,,CENTRAL INSTALLATION GROUP LTD COMPANY,,CENTRAL INSTALLATION GROUP LTD COMPANY,
083-525-126-966-808,CN_111548065_B_20211217,,江苏启坤循环经济产业技术开发有限公司,,江苏启坤循环经济产业技术开发有限公司,
085-027-974-428-800,CN_110357551_A_20191022,,HUAIBEI FEIMEIDE ENVIRONMENTAL PROTECTION TECH CO LTD,,HUAIBEI FEIMEIDE ENVIRONMENTAL PROTECTION TECH CO LTD,
085-038-650-721-617,BR_102018014587_A2_20190226,BR,GED INOVACAO ENGENHARIA & TECNOLOGIA LTDA,,GED INOVACAO ENGENHARIA & TECNOLOGIA LTDA,
085-817-768-260-695,CN_114988835_A_20220902,,CHINA RESOURCES CEMENT TECH RESEARCH DEVELOPMENT CO LTD,,CHINA RESOURCES CEMENT TECH RESEARCH DEVELOPMENT CO LTD,
086-130-194-577-831,CN_106082935_A_20161109,,MAANSHAN JINHAN WATERPROOF INSULATION ENG CO LTD,,MAANSHAN JINHAN WATERPROOF INSULATION ENG CO LTD,
087-621-840-556-676,DE_102015103583_A1_20160915,DE,MAX WILD GMBH,,MAX WILD GMBH,
087-655-345-472-382,CN_113072338_A_20210706,,SHANDONG CHAMBROAD ENVIRONMENTAL PROT MATERIAL CO LTD,,SHANDONG CHAMBROAD ENVIRONMENTAL PROT MATERIAL CO LTD,
087-966-572-191-28X,US_20170306211_A1_20171026,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
088-831-831-667-51X,RU_2728137_C2_20200728,DE,FLYUORKHEMI GMBKH FRANKFURT,,FLYUORKHEMI GMBKH FRANKFURT,
089-088-221-881-63X,EP_3175889_B1_20211103,DE,TECHNISCHE HOCHSCHULE MITTELHESSEN,,TECHNISCHE HOCHSCHULE MITTELHESSEN,
089-088-221-881-63X,EP_3175889_B1_20211103,DE,STADTWERKE GIESSEN AG,,STADTWERKE GIESSEN AG,
089-105-032-741-461,CN_113976068_A_20220128,,GUAN XIANGRUI,,GUAN XIANGRUI,
090-415-798-322-93X,CN_106999747_B_20200707,,P·颇纪,,P·颇纪,
091-343-399-633-999,CN_114933405_A_20220823,,SHANGHAI CIVIL ENG CO LTD OF CREC,,SHANGHAI CIVIL ENG CO LTD OF CREC,
091-343-399-633-999,CN_114933405_A_20220823,,SHANGHAI CIVIL ENG CO LTD OF CREC,,SHANGHAI CIVIL ENG CO LTD OF CREC,
091-531-224-128-585,US_10975284_B2_20210413,CN,UNIV SOUTHWEST PETROLEUM,,UNIV SOUTHWEST PETROLEUM,
091-531-224-128-585,US_10975284_B2_20210413,CN,CHINA ACADEMY OF BUILDING RES,,CHINA ACADEMY OF BUILDING RES,
091-531-224-128-585,US_10975284_B2_20210413,CN,CNPC ENG TECH RES & DEV CO LTD,,CNPC ENG TECH RES & DEV CO LTD,
092-559-225-864-796,RU_2747753_C1_20210513,RU,FEDERALNOE GOSUDARSTVENNOE AVTONOMNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA BELGORODSKIJ,,FEDERALNOE GOSUDARSTVENNOE AVTONOMNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA BELGORODSKIJ,
092-638-391-789-475,CN_106673597_A_20170517,,ZHU LANZHEN,,ZHU LANZHEN,
092-732-606-715-440,ES_2827124_B2_20220309,ES,UNIV JAEN,,UNIV JAEN,
092-732-606-715-440,ES_2827124_B2_20220309,ES,CONSEJO SUPERIOR INVESTIGACION,,CONSEJO SUPERIOR INVESTIGACION,
093-419-922-368-220,US_11174185_B2_20211116,US,ASH MAN ENGINEERING INC,,ASH MAN ENGINEERING INC,
093-794-217-274-012,KR_102461490_B1_20221101,,주식회사 아트캠,,주식회사 아트캠,
093-908-219-319-344,KR_101418241_B1_20140710,,,,,
093-978-138-977-699,KR_101924887_B1_20181204,KR,HONG SA BUM,,HONG SA BUM,
094-274-983-801-886,EP_2836315_A1_20150218,US,SKODA CHARLES,,SKODA CHARLES,
094-274-983-801-886,EP_2836315_A1_20150218,US,BIRDWELL STEVEN,,BIRDWELL STEVEN,
094-744-794-196-203,CN_108117321_A_20180605,,JIANGSU PROVINCE METALLURGICAL DESIGN INST CO LTD,,JIANGSU PROVINCE METALLURGICAL DESIGN INST CO LTD,
094-882-446-916-548,CN_113402219_A_20210917,,TIANJIN ZHICHENG ENGINEERING TECH CO LTD,,TIANJIN ZHICHENG ENGINEERING TECH CO LTD,
095-833-228-829-804,CN_115340266_A_20221115,,UNIV CHONGQING,,UNIV CHONGQING,
095-881-311-027-032,WO_2015060667_A1_20150430,KR,HURIS CO LTD,,HURIS CO LTD,
096-193-691-072-309,WO_2016114630_A3_20160922,KR,GOLDSUN CO LTD,"(CHATAN-RI 34-149)251,YEONCHEON-RO,YEONCHEON-EUP GYEONGGI-DO 11014 YEONCHEON-GUN",GOLDSUN CO LTD,
097-332-864-284-566,CN_113931027_A_20220114,,SHANDONG SHUANGSHUO ENVIRONMENT TECH CO LTD,,SHANDONG SHUANGSHUO ENVIRONMENT TECH CO LTD,
097-867-051-315-311,KR_20160009808_A_20160127,KR,HYOSEOK DEV CO LTD,,HYOSEOK DEV CO LTD,
098-499-802-952-494,CN_111689752_B_20210601,,山东大学,,山东大学,
099-164-362-887-685,CN_114105509_A_20220301,,UNIV ZHENGZHOU,,UNIV ZHENGZHOU,
099-622-793-905-182,KR_102238220_B1_20210409,,유진기업 주식회사,,유진기업 주식회사,
099-749-760-258-554,CN_113277768_B_20221223,,天津市建筑材料科学研究院有限公司,,天津市建筑材料科学研究院有限公司,
099-749-760-258-554,CN_113277768_B_20221223,,天津金隅振兴环保科技有限公司,,天津金隅振兴环保科技有限公司,
100-215-229-056-461,WO_2023092928_A1_20230601,CN,UNIV ZHEJIANG,,UNIV ZHEJIANG,
100-506-304-897-982,KR_101416005_B1_20140708,,,,,
100-566-828-056-046,JP_2014132045_A_20140717,,KANEKO CONCRETE KK,,KANEKO CONCRETE KK,
100-699-302-963-679,BR_102019007250_A2_20201020,BR,UNIV FEDERAL SANTA MARIA,,UNIV FEDERAL SANTA MARIA,
101-254-067-551-037,CA_3052700_C_20221025,KR,LEE SANG SEOB,,LEE SANG SEOB,
101-254-067-551-037,CA_3052700_C_20221025,KR,KOREA MARINE ENVIRONMENT MAN CORPORATION,,KOREA MARINE ENVIRONMENT MAN CORPORATION,
101-973-236-829-695,CN_115432951_A_20221206,,JIANGSU JINMUTU TECH CO LTD,,JIANGSU JINMUTU TECH CO LTD,
102-053-220-773-871,AU_2019210383_A1_20200903,CN,CHENGDU LV LI ENVIRONMENTAL PROTECTION TECH CO LTD,,CHENGDU LV LI ENVIRONMENTAL PROTECTION TECH CO LTD,
102-295-894-482-271,WO_2020128158_A1_20200625,FI,FORTUM POWER & HEAT OY,,FORTUM POWER & HEAT OY,
102-653-292-625-383,KR_20170113884_A_20171013,KR,POSCO,,POSCO,
103-961-530-062-573,CN_114735980_A_20220712,,CHINA WEST CONSTRUCTION SOUTHWEST CO LTD,,CHINA WEST CONSTRUCTION SOUTHWEST CO LTD,
103-961-530-062-573,CN_114735980_A_20220712,,GUANGXI CHINA WEST CONSTRUCTION CO LTD,,GUANGXI CHINA WEST CONSTRUCTION CO LTD,
103-961-530-062-573,CN_114735980_A_20220712,,CHINA WEST CONSTR GROUP CO LTD,,CHINA WEST CONSTR GROUP CO LTD,
104-506-349-361-108,KR_20150110684_A_20151002,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
104-668-329-762-432,CN_114702285_A_20220705,,CHINA MCC17 GROUP CO LTD,,CHINA MCC17 GROUP CO LTD,
104-720-957-247-947,CN_111606623_A_20200901,,ZHAO HUICHUAN,,ZHAO HUICHUAN,
104-799-992-865-470,AU_2019101452_A4_20200116,CN,JIANG YUJING,,JIANG YUJING,
105-020-227-779-692,KR_20230013214_A_20230126,KR,POSCO ENG & CONSTR CO LTD,,POSCO ENG & CONSTR CO LTD,
106-169-189-914-17X,US_20200377413_A1_20201203,US,CLARK DAVID,,CLARK DAVID,
106-285-016-219-994,JP_2022532106_A_20220713,,テクノロギアン トゥトキムスケスクス ヴェーテーテー オイ,,テクノロギアン トゥトキムスケスクス ヴェーテーテー オイ,
106-287-114-496-177,CZ_308706_B6_20210310,CZ,SMART TECHNIK A S,,SMART TECHNIK A S,
106-720-061-957-578,FI_130252_B_20230510,FI,UPM KYMMENE CORP,,UPM KYMMENE CORP,
108-023-885-343-199,CN_106186888_A_20161207,,GUANGXI YUNJI ENV PROT TECH CO LTD,,GUANGXI YUNJI ENV PROT TECH CO LTD,
108-186-349-328-530,KR_20160012296_A_20160203,KR,FRIEND CO LTD G,,FRIEND CO LTD G,
108-393-068-734-753,CN_107352926_A_20171117,,SUZHOU DIANYUE NEW BUILDING MAT CO LTD,,SUZHOU DIANYUE NEW BUILDING MAT CO LTD,
108-860-887-507-992,KR_20160065867_A_20160609,FI,GLOBAL ECOPROCESS SERVICES OY,,GLOBAL ECOPROCESS SERVICES OY,
109-857-572-692-416,CN_111980036_A_20201124,,UNIV ZHEJIANG TECHNOLOGY,,UNIV ZHEJIANG TECHNOLOGY,
110-109-416-151-556,CN_114436552_A_20220506,,BEIJING BUZZING ENVIRONMENT SCIENCE AND TECH LIMITED COMPANY,,BEIJING BUZZING ENVIRONMENT SCIENCE AND TECH LIMITED COMPANY,
110-226-275-287-080,US_20150197449_A1_20150716,SA,UNIV KING SAUD,,UNIV KING SAUD,
110-239-385-948-890,ES_2433105_B1_20140429,ES,CAMACHO RECYCLING S L U,,CAMACHO RECYCLING S L U,
110-594-726-762-995,RU_2710579_C1_20191227,RU,FEDERALNOE GOSUDARSTVENNOE AVTONOMNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA SEVERO KAVKA,,FEDERALNOE GOSUDARSTVENNOE AVTONOMNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA SEVERO KAVKA,
112-253-284-187-387,CN_113582608_A_20211102,,UNIV TIANJIN,,UNIV TIANJIN,
112-570-316-919-28X,GB_201710540_D0_20170816,,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
114-074-228-881-277,CN_111595848_A_20200828,,CARS RAILWAY ENG RES INST,,CARS RAILWAY ENG RES INST,
114-074-228-881-277,CN_111595848_A_20200828,,CHINA ACADEMY RAILWAY SCIENCES CORP LTD,,CHINA ACADEMY RAILWAY SCIENCES CORP LTD,
114-074-228-881-277,CN_111595848_A_20200828,,CHINA STATE RAILWAY GROUP CO LTD,,CHINA STATE RAILWAY GROUP CO LTD,
114-219-353-328-010,CN_110937833_B_20211008,,贵州鼎瑞环保科技有限公司,,贵州鼎瑞环保科技有限公司,
114-219-353-328-010,CN_110937833_B_20211008,,贵州大学,,贵州大学,
114-549-570-648-91X,CN_114195438_B_20230131,,广西科学院,,广西科学院,
114-549-570-648-91X,CN_114195438_B_20230131,,广西利升石业有限公司,,广西利升石业有限公司,
115-272-230-687-696,CN_105381953_B_20170714,,汪洋,,汪洋,
115-272-230-687-696,CN_105381953_B_20170714,,台州职业技术学院,,台州职业技术学院,
115-446-362-617-064,BR_102019014332_A2_20210119,BR,INTERCEMENT BRASIL S A,,INTERCEMENT BRASIL S A,
